f6deca8c-832f-11e9-a797-0ae8fa97339a,2019-01-01 12:30:00,OFFICIAL,incoming_000001
f6decc8a-832f-11e9-a797-0ae8fa97339a,2019-01-01 12:30:01,OFFICIAL,incoming_000002
f6ded3dd-832f-11e9-a797-0ae8fa97339a,2019-01-01 12:30:02,OFFICIAL,incoming_000003
f6ded4b6-832f-11e9-a797-0ae8fa97339a,2019-01-01 12:30:03,OFFICIAL,incoming_000004
f6ded538-832f-11e9-a797-0ae8fa97339a,2019-01-01 12:30:04,OFFICIAL,incoming_000005
f6ded5b4-832f-11e9-a797-0ae8fa97339a,2019-01-01 12:30:05,OFFICIAL,incoming_000006
f6ded629-832f-11e9-a797-0ae8fa97339a,2019-01-01 12:30:06,OFFICIAL,incoming_000007
f6ded69b-832f-11e9-a797-0ae8fa97339a,2019-01-01 12:30:07,OFFICIAL,incoming_000008
f6ded74b-832f-11e9-a797-0ae8fa97339a,2019-01-01 12:30:08,OFFICIAL,incoming_000009
f6ded7be-832f-11e9-a797-0ae8fa97339a,\N,TRIAL,incoming_000010
f6ded832-832f-11e9-a797-0ae8fa97339a,2019-01-01 12:30:10,TRIAL,incoming_000011
f6ded8a2-832f-11e9-a797-0ae8fa97339a,2019-01-01 12:30:11,TRIAL,incoming_000012
f6ded913-832f-11e9-a797-0ae8fa97339a,2019-01-01 12:30:12,TRIAL,incoming_000013
f6ded982-832f-11e9-a797-0ae8fa97339a,2019-01-01 12:30:13,TRIAL,incoming_000014
f6ded9f2-832f-11e9-a797-0ae8fa97339a,2019-01-01 12:30:14,TRIAL,incoming_000015
f6deda53-832f-11e9-a797-0ae8fa97339a,\N,TRIAL,incoming_000016
f6dedabd-832f-11e9-a797-0ae8fa97339a,2019-01-01 12:30:16,TRIAL,incoming_000017
f6dedb2e-832f-11e9-a797-0ae8fa97339a,2019-01-01 12:30:17,TRIAL,incoming_000018
f6dedb9e-832f-11e9-a797-0ae8fa97339a,2019-04-01 12:30:00,OFFICIAL,incoming_000019
f6dedc0c-832f-11e9-a797-0ae8fa97339a,2019-04-01 12:30:01,OFFICIAL,incoming_000020
f6dedc7a-832f-11e9-a797-0ae8fa97339a,2019-04-01 12:30:02,OFFICIAL,incoming_000021
f6dedce8-832f-11e9-a797-0ae8fa97339a,2019-04-01 12:30:03,OFFICIAL,incoming_000022
f6dedd56-832f-11e9-a797-0ae8fa97339a,2019-04-01 12:30:04,OFFICIAL,incoming_000023
f6deddc3-832f-11e9-a797-0ae8fa97339a,2019-04-01 12:30:05,OFFICIAL,incoming_000024
f6dede2f-832f-11e9-a797-0ae8fa97339a,2019-04-01 12:30:06,OFFICIAL,incoming_000025
f6dede9c-832f-11e9-a797-0ae8fa97339a,2019-04-01 12:30:07,OFFICIAL,incoming_000026
f6dedf0a-832f-11e9-a797-0ae8fa97339a,2019-04-01 12:30:08,OFFICIAL,incoming_000027
f6dedf76-832f-11e9-a797-0ae8fa97339a,2019-04-01 12:30:09,OFFICIAL,incoming_000028
f6dedfe4-832f-11e9-a797-0ae8fa97339a,2019-04-01 12:30:10,OFFICIAL,incoming_000029
f6dee054-832f-11e9-a797-0ae8fa97339a,2019-04-01 12:30:11,OFFICIAL,incoming_000030
f6dee0c1-832f-11e9-a797-0ae8fa97339a,2019-04-01 12:30:12,TRIAL,incoming_000031
f6dee12e-832f-11e9-a797-0ae8fa97339a,2019-04-01 12:30:13,TRIAL,incoming_000032
f6dee19b-832f-11e9-a797-0ae8fa97339a,2019-04-01 12:30:14,TRIAL,incoming_000033
f6dee20a-832f-11e9-a797-0ae8fa97339a,2019-04-01 12:30:15,TRIAL,incoming_000034
f6dee277-832f-11e9-a797-0ae8fa97339a,2019-04-01 12:30:16,TRIAL,incoming_000035
f6dee2e2-832f-11e9-a797-0ae8fa97339a,2019-01-05 12:30:17,TRIAL,incoming_000036
f6dee34f-832f-11e9-a797-0ae8fa97339a,2019-01-05 12:30:18,TRIAL,incoming_000037
f6dee3be-832f-11e9-a797-0ae8fa97339a,2019-01-05 12:30:19,TRIAL,incoming_000038
f6dee42a-832f-11e9-a797-0ae8fa97339a,2019-01-05 12:30:20,TRIAL,incoming_000039
f6dee497-832f-11e9-a797-0ae8fa97339a,2019-01-05 12:30:21,TRIAL,incoming_000040
f6dee508-832f-11e9-a797-0ae8fa97339a,2019-01-05 12:30:22,TRIAL,incoming_000041
f6dee575-832f-11e9-a797-0ae8fa97339a,2019-01-05 12:30:23,TRIAL,incoming_000042
f6deea1f-832f-11e9-a797-0ae8fa97339a,2019-01-05 12:30:24,TRIAL,incoming_000043
f6deeaf3-832f-11e9-a797-0ae8fa97339a,2019-01-05 12:30:25,TRIAL,incoming_000044
f6deeb6d-832f-11e9-a797-0ae8fa97339a,2019-01-05 12:30:26,TRIAL,incoming_000045
f6deebdc-832f-11e9-a797-0ae8fa97339a,2019-01-05 12:30:27,TRIAL,incoming_000045
f6deec4a-832f-11e9-a797-0ae8fa97339a,2019-01-05 12:30:28,TRIAL,incoming_000045
f6deecb7-832f-11e9-a797-0ae8fa97339a,2019-01-05 12:30:29,TRIAL,incoming_000045
f6deed22-832f-11e9-a797-0ae8fa97339a,2019-01-05 12:30:30,TRIAL,incoming_000045
f6deed8d-832f-11e9-a797-0ae8fa97339a,2019-01-05 12:30:31,TRIAL,incoming_000045
